id,transaction_number,customer_id,transaction_date,status,subtotal,discount_amount,tax_amount,total_amount,created_at,updated_at
2075,TXN-202602-002075,61,2026-02-28 00:00:00+00:00,completed,18883.10,0.00,1416.23,20299.33,2026-02-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2076,TXN-202609-002076,71,2026-09-21 00:00:00+00:00,completed,17817.46,0.00,1336.31,19153.77,2026-09-21 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2077,TXN-202602-002077,270,2026-02-23 00:00:00+00:00,completed,860.01,0.00,64.50,924.51,2026-02-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2078,TXN-202512-002078,105,2025-12-26 00:00:00+00:00,completed,1037.38,0.00,77.80,1115.18,2025-12-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2079,TXN-202605-002079,430,2026-05-10 00:00:00+00:00,completed,1214.96,60.75,86.57,1240.78,2026-05-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2080,TXN-202606-002080,931,2026-06-16 00:00:00+00:00,completed,244.01,0.00,18.30,262.31,2026-06-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2081,TXN-202609-002081,351,2026-09-11 00:00:00+00:00,completed,27160.10,0.00,2037.01,29197.11,2026-09-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2082,TXN-202608-002082,51,2026-08-25 00:00:00+00:00,pending,3010.47,0.00,225.79,3236.26,2026-08-25 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2083,TXN-202608-002083,319,2026-08-20 00:00:00+00:00,completed,962.08,0.00,72.16,1034.24,2026-08-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2084,TXN-202605-002084,820,2026-05-28 00:00:00+00:00,completed,3389.98,0.00,254.25,3644.23,2026-05-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2085,TXN-202606-002085,431,2026-06-14 00:00:00+00:00,completed,1743.22,87.16,124.20,1780.26,2026-06-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2086,TXN-202605-002086,55,2026-05-09 00:00:00+00:00,completed,662.62,0.00,49.70,712.32,2026-05-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2087,TXN-202608-002087,370,2026-08-20 00:00:00+00:00,completed,297.77,0.00,22.33,320.10,2026-08-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2088,TXN-202603-002088,618,2026-03-29 00:00:00+00:00,completed,614.57,0.00,46.09,660.66,2026-03-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2089,TXN-202605-002089,724,2026-05-30 00:00:00+00:00,completed,195.25,0.00,14.64,209.89,2026-05-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2090,TXN-202608-002090,244,2026-08-03 00:00:00+00:00,completed,278.62,0.00,20.90,299.52,2026-08-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2091,TXN-202609-002091,898,2026-09-01 00:00:00+00:00,completed,1567.47,0.00,117.56,1685.03,2026-09-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2092,TXN-202511-002092,702,2025-11-19 00:00:00+00:00,completed,220.80,0.00,16.56,237.36,2025-11-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2093,TXN-202608-002093,658,2026-08-31 00:00:00+00:00,completed,2020.82,0.00,151.56,2172.38,2026-08-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2094,TXN-202605-002094,277,2026-05-17 00:00:00+00:00,completed,685.48,34.27,48.84,700.05,2026-05-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2095,TXN-202608-002095,633,2026-08-20 00:00:00+00:00,completed,368.64,0.00,27.65,396.29,2026-08-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2096,TXN-202609-002096,729,2026-09-20 00:00:00+00:00,completed,1141.05,0.00,85.58,1226.63,2026-09-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2097,TXN-202608-002097,958,2026-08-22 00:00:00+00:00,completed,20353.97,0.00,1526.55,21880.52,2026-08-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2098,TXN-202511-002098,904,2025-11-27 00:00:00+00:00,completed,1123.55,0.00,84.27,1207.82,2025-11-27 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2099,TXN-202601-002099,381,2026-01-03 00:00:00+00:00,completed,212.49,0.00,15.94,228.43,2026-01-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2100,TXN-202601-002100,582,2026-01-10 00:00:00+00:00,completed,423.83,0.00,31.79,455.62,2026-01-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2101,TXN-202607-002101,60,2026-07-01 00:00:00+00:00,completed,204.67,0.00,15.35,220.02,2026-07-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2102,TXN-202605-002102,433,2026-05-20 00:00:00+00:00,completed,113.79,0.00,8.53,122.32,2026-05-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2103,TXN-202509-002103,785,2025-09-27 00:00:00+00:00,completed,992.02,0.00,74.40,1066.42,2025-09-27 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2104,TXN-202609-002104,18,2026-09-17 00:00:00+00:00,completed,1178.56,0.00,88.39,1266.95,2026-09-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2105,TXN-202604-002105,755,2026-04-28 00:00:00+00:00,completed,83.71,4.19,5.96,85.48,2026-04-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2106,TXN-202608-002106,9,2026-08-31 00:00:00+00:00,completed,2744.98,0.00,205.87,2950.85,2026-08-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2107,TXN-202604-002107,886,2026-04-07 00:00:00+00:00,completed,471.20,0.00,35.34,506.54,2026-04-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2108,TXN-202605-002108,704,2026-05-20 00:00:00+00:00,completed,388.30,0.00,29.12,417.42,2026-05-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2109,TXN-202602-002109,781,2026-02-19 00:00:00+00:00,completed,89.41,0.00,6.71,96.12,2026-02-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2110,TXN-202606-002110,632,2026-06-26 00:00:00+00:00,pending,357.13,0.00,26.78,383.91,2026-06-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2111,TXN-202608-002111,504,2026-08-29 00:00:00+00:00,completed,723.35,0.00,54.25,777.60,2026-08-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2112,TXN-202609-002112,761,2026-09-03 00:00:00+00:00,completed,269.65,13.48,19.21,275.38,2026-09-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2113,TXN-202608-002113,466,2026-08-11 00:00:00+00:00,completed,210.86,0.00,15.81,226.67,2026-08-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2114,TXN-202609-002114,875,2026-09-20 00:00:00+00:00,completed,45703.95,0.00,3427.80,49131.75,2026-09-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2115,TXN-202609-002115,141,2026-09-09 00:00:00+00:00,completed,398.72,0.00,29.90,428.62,2026-09-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2116,TXN-202512-002116,304,2025-12-15 00:00:00+00:00,completed,464.30,0.00,34.82,499.12,2025-12-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2117,TXN-202608-002117,556,2026-08-19 00:00:00+00:00,completed,1463.37,0.00,109.75,1573.12,2026-08-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2118,TXN-202607-002118,763,2026-07-08 00:00:00+00:00,completed,3239.49,0.00,242.96,3482.45,2026-07-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2119,TXN-202602-002119,827,2026-02-19 00:00:00+00:00,completed,116.13,0.00,8.71,124.84,2026-02-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2120,TXN-202609-002120,505,2026-09-24 00:00:00+00:00,completed,493.32,0.00,37.00,530.32,2026-09-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2121,TXN-202603-002121,967,2026-03-07 00:00:00+00:00,pending,2651.94,0.00,198.90,2850.84,2026-03-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2122,TXN-202512-002122,385,2025-12-02 00:00:00+00:00,completed,454.16,0.00,34.06,488.22,2025-12-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2123,TXN-202603-002123,334,2026-03-18 00:00:00+00:00,completed,7496.74,0.00,562.26,8059.00,2026-03-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2124,TXN-202609-002124,350,2026-09-23 00:00:00+00:00,completed,373.98,0.00,28.05,402.03,2026-09-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2125,TXN-202606-002125,165,2026-06-02 00:00:00+00:00,completed,157.49,0.00,11.81,169.30,2026-06-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2126,TXN-202607-002126,131,2026-07-23 00:00:00+00:00,completed,17137.11,0.00,1285.28,18422.39,2026-07-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2127,TXN-202607-002127,777,2026-07-20 00:00:00+00:00,completed,219.81,0.00,16.49,236.30,2026-07-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2128,TXN-202510-002128,216,2025-10-25 00:00:00+00:00,refunded,534.68,0.00,40.10,574.78,2025-10-25 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2129,TXN-202604-002129,359,2026-04-30 00:00:00+00:00,completed,177.26,0.00,13.29,190.55,2026-04-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2130,TXN-202605-002130,43,2026-05-03 00:00:00+00:00,completed,1198.27,0.00,89.87,1288.14,2026-05-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2131,TXN-202603-002131,604,2026-03-24 00:00:00+00:00,completed,2204.44,0.00,165.33,2369.77,2026-03-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2132,TXN-202601-002132,858,2026-01-12 00:00:00+00:00,completed,48.92,0.00,3.67,52.59,2026-01-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2133,TXN-202605-002133,294,2026-05-05 00:00:00+00:00,completed,438.07,0.00,32.86,470.93,2026-05-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2134,TXN-202609-002134,701,2026-09-02 00:00:00+00:00,completed,53.64,0.00,4.02,57.66,2026-09-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2135,TXN-202609-002135,357,2026-09-14 00:00:00+00:00,completed,75.86,0.00,5.69,81.55,2026-09-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2136,TXN-202608-002136,833,2026-08-01 00:00:00+00:00,completed,387.88,0.00,29.09,416.97,2026-08-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2137,TXN-202609-002137,608,2026-09-05 00:00:00+00:00,completed,958.32,0.00,71.87,1030.19,2026-09-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2138,TXN-202512-002138,640,2025-12-05 00:00:00+00:00,completed,1311.22,0.00,98.34,1409.56,2025-12-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2139,TXN-202512-002139,659,2025-12-11 00:00:00+00:00,completed,1025.00,0.00,76.88,1101.88,2025-12-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2140,TXN-202604-002140,862,2026-04-21 00:00:00+00:00,completed,787.34,0.00,59.05,846.39,2026-04-21 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2141,TXN-202609-002141,364,2026-09-05 00:00:00+00:00,completed,29760.46,0.00,2232.03,31992.49,2026-09-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2142,TXN-202511-002142,507,2025-11-28 00:00:00+00:00,completed,14778.19,0.00,1108.36,15886.55,2025-11-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2143,TXN-202609-002143,229,2026-09-18 00:00:00+00:00,completed,23517.03,0.00,1763.78,25280.81,2026-09-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2144,TXN-202607-002144,797,2026-07-07 00:00:00+00:00,completed,1765.51,88.28,125.79,1803.02,2026-07-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2145,TXN-202606-002145,885,2026-06-24 00:00:00+00:00,refunded,481.04,0.00,36.08,517.12,2026-06-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2146,TXN-202606-002146,694,2026-06-12 00:00:00+00:00,completed,88.33,0.00,6.62,94.95,2026-06-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2147,TXN-202604-002147,754,2026-04-07 00:00:00+00:00,completed,1166.75,0.00,87.51,1254.26,2026-04-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2148,TXN-202608-002148,574,2026-08-29 00:00:00+00:00,refunded,107.77,0.00,8.08,115.85,2026-08-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2149,TXN-202607-002149,93,2026-07-07 00:00:00+00:00,completed,1170.94,0.00,87.82,1258.76,2026-07-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2150,TXN-202608-002150,889,2026-08-18 00:00:00+00:00,completed,852.06,0.00,63.90,915.96,2026-08-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2151,TXN-202604-002151,53,2026-04-08 00:00:00+00:00,completed,33.55,0.00,2.52,36.07,2026-04-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2152,TXN-202607-002152,196,2026-07-02 00:00:00+00:00,completed,100.24,0.00,7.52,107.76,2026-07-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2153,TXN-202606-002153,516,2026-06-06 00:00:00+00:00,completed,166.21,8.31,11.84,169.74,2026-06-06 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2154,TXN-202603-002154,871,2026-03-31 00:00:00+00:00,refunded,1263.55,0.00,94.77,1358.32,2026-03-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2155,TXN-202511-002155,180,2025-11-19 00:00:00+00:00,completed,132.10,0.00,9.91,142.01,2025-11-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2156,TXN-202604-002156,656,2026-04-27 00:00:00+00:00,completed,487.17,0.00,36.54,523.71,2026-04-27 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2157,TXN-202608-002157,404,2026-08-01 00:00:00+00:00,completed,288.68,0.00,21.65,310.33,2026-08-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2158,TXN-202609-002158,846,2026-09-06 00:00:00+00:00,completed,1578.57,0.00,118.39,1696.96,2026-09-06 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2159,TXN-202508-002159,235,2025-08-12 00:00:00+00:00,completed,27432.48,1371.62,1954.56,28015.42,2025-08-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2160,TXN-202606-002160,547,2026-06-26 00:00:00+00:00,completed,200.57,0.00,15.04,215.61,2026-06-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2161,TXN-202507-002161,82,2025-07-23 00:00:00+00:00,completed,27981.75,0.00,2098.63,30080.38,2025-07-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2162,TXN-202605-002162,642,2026-05-11 00:00:00+00:00,completed,305.84,0.00,22.94,328.78,2026-05-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2163,TXN-202604-002163,182,2026-04-28 00:00:00+00:00,completed,24080.42,1204.02,1715.73,24592.13,2026-04-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2164,TXN-202604-002164,675,2026-04-08 00:00:00+00:00,completed,167.64,0.00,12.57,180.21,2026-04-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2165,TXN-202603-002165,83,2026-03-29 00:00:00+00:00,completed,3940.53,0.00,295.54,4236.07,2026-03-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2166,TXN-202510-002166,161,2025-10-02 00:00:00+00:00,completed,1552.55,0.00,116.44,1668.99,2025-10-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2167,TXN-202512-002167,561,2025-12-30 00:00:00+00:00,completed,1170.12,0.00,87.76,1257.88,2025-12-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2168,TXN-202509-002168,778,2025-09-24 00:00:00+00:00,completed,2986.04,0.00,223.95,3209.99,2025-09-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2169,TXN-202603-002169,988,2026-03-26 00:00:00+00:00,completed,2364.19,0.00,177.31,2541.50,2026-03-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2170,TXN-202603-002170,49,2026-03-01 00:00:00+00:00,completed,8319.39,0.00,623.95,8943.34,2026-03-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2171,TXN-202608-002171,422,2026-08-27 00:00:00+00:00,completed,721.56,0.00,54.12,775.68,2026-08-27 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2172,TXN-202609-002172,59,2026-09-19 00:00:00+00:00,completed,5345.51,267.28,380.87,5459.10,2026-09-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2173,TXN-202512-002173,260,2025-12-08 00:00:00+00:00,completed,941.76,47.09,67.10,961.77,2025-12-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2174,TXN-202607-002174,366,2026-07-11 00:00:00+00:00,completed,968.12,0.00,72.61,1040.73,2026-07-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2175,TXN-202604-002175,388,2026-04-08 00:00:00+00:00,completed,288.68,0.00,21.65,310.33,2026-04-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2176,TXN-202609-002176,872,2026-09-23 00:00:00+00:00,completed,19.85,0.00,1.49,21.34,2026-09-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2177,TXN-202511-002177,216,2025-11-07 00:00:00+00:00,completed,815.41,0.00,61.16,876.57,2025-11-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2178,TXN-202609-002178,623,2026-09-03 00:00:00+00:00,refunded,1202.28,0.00,90.17,1292.45,2026-09-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2179,TXN-202512-002179,958,2025-12-31 00:00:00+00:00,completed,22564.11,0.00,1692.31,24256.42,2025-12-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2180,TXN-202603-002180,161,2026-03-22 00:00:00+00:00,completed,226.54,0.00,16.99,243.53,2026-03-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2181,TXN-202508-002181,407,2025-08-17 00:00:00+00:00,completed,633.17,0.00,47.49,680.66,2025-08-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2182,TXN-202604-002182,87,2026-04-10 00:00:00+00:00,completed,563.42,0.00,42.26,605.68,2026-04-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2183,TXN-202510-002183,780,2025-10-15 00:00:00+00:00,refunded,1564.48,0.00,117.34,1681.82,2025-10-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2184,TXN-202609-002184,239,2026-09-02 00:00:00+00:00,completed,99.03,4.95,7.06,101.14,2026-09-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2185,TXN-202607-002185,931,2026-07-29 00:00:00+00:00,completed,122.68,0.00,9.20,131.88,2026-07-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2186,TXN-202601-002186,905,2026-01-02 00:00:00+00:00,completed,10512.88,0.00,788.47,11301.35,2026-01-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2187,TXN-202509-002187,822,2025-09-12 00:00:00+00:00,completed,1170.67,0.00,87.80,1258.47,2025-09-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2188,TXN-202609-002188,316,2026-09-09 00:00:00+00:00,completed,2613.65,0.00,196.02,2809.67,2026-09-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2189,TXN-202603-002189,114,2026-03-23 00:00:00+00:00,completed,377.98,0.00,28.35,406.33,2026-03-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2190,TXN-202602-002190,576,2026-02-13 00:00:00+00:00,completed,1409.72,0.00,105.73,1515.45,2026-02-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2191,TXN-202606-002191,694,2026-06-24 00:00:00+00:00,completed,40.41,0.00,3.03,43.44,2026-06-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2192,TXN-202609-002192,127,2026-09-24 00:00:00+00:00,completed,742.62,0.00,55.70,798.32,2026-09-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2193,TXN-202510-002193,98,2025-10-10 00:00:00+00:00,completed,564.28,28.21,40.21,576.28,2025-10-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2194,TXN-202608-002194,993,2026-08-11 00:00:00+00:00,completed,336.56,0.00,25.24,361.80,2026-08-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2195,TXN-202608-002195,274,2026-08-30 00:00:00+00:00,completed,335.06,0.00,25.13,360.19,2026-08-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2196,TXN-202604-002196,330,2026-04-30 00:00:00+00:00,completed,779.52,0.00,58.46,837.98,2026-04-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2197,TXN-202609-002197,69,2026-09-24 00:00:00+00:00,completed,295.18,0.00,22.14,317.32,2026-09-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2198,TXN-202606-002198,200,2026-06-30 00:00:00+00:00,completed,1035.50,0.00,77.66,1113.16,2026-06-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2199,TXN-202608-002199,48,2026-08-22 00:00:00+00:00,completed,408.62,0.00,30.65,439.27,2026-08-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2200,TXN-202608-002200,1,2026-08-22 00:00:00+00:00,completed,29276.82,0.00,2195.76,31472.58,2026-08-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2201,TXN-202606-002201,939,2026-06-27 00:00:00+00:00,completed,139.12,0.00,10.43,149.55,2026-06-27 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2202,TXN-202608-002202,906,2026-08-16 00:00:00+00:00,completed,35545.66,0.00,2665.92,38211.58,2026-08-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2203,TXN-202606-002203,210,2026-06-11 00:00:00+00:00,completed,746.78,0.00,56.01,802.79,2026-06-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2204,TXN-202603-002204,933,2026-03-24 00:00:00+00:00,completed,181.71,9.09,12.95,185.57,2026-03-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2205,TXN-202602-002205,443,2026-02-26 00:00:00+00:00,completed,882.64,0.00,66.20,948.84,2026-02-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2206,TXN-202605-002206,668,2026-05-31 00:00:00+00:00,completed,20719.22,0.00,1553.94,22273.16,2026-05-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2207,TXN-202609-002207,795,2026-09-06 00:00:00+00:00,completed,121.56,0.00,9.12,130.68,2026-09-06 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2208,TXN-202608-002208,753,2026-08-29 00:00:00+00:00,completed,7749.75,0.00,581.23,8330.98,2026-08-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2209,TXN-202606-002209,196,2026-06-19 00:00:00+00:00,completed,1695.06,0.00,127.13,1822.19,2026-06-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2210,TXN-202601-002210,36,2026-01-20 00:00:00+00:00,completed,249.77,12.49,17.80,255.08,2026-01-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2211,TXN-202604-002211,487,2026-04-23 00:00:00+00:00,completed,893.31,0.00,67.00,960.31,2026-04-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2212,TXN-202605-002212,889,2026-05-08 00:00:00+00:00,completed,43.36,0.00,3.25,46.61,2026-05-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2213,TXN-202604-002213,203,2026-04-23 00:00:00+00:00,completed,1664.00,0.00,124.80,1788.80,2026-04-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2214,TXN-202604-002214,442,2026-04-06 00:00:00+00:00,completed,1168.61,0.00,87.65,1256.26,2026-04-06 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2215,TXN-202609-002215,41,2026-09-15 00:00:00+00:00,completed,20202.65,0.00,1515.20,21717.85,2026-09-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2216,TXN-202510-002216,972,2025-10-15 00:00:00+00:00,completed,11208.79,0.00,840.66,12049.45,2025-10-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2217,TXN-202510-002217,894,2025-10-26 00:00:00+00:00,completed,9544.29,0.00,715.82,10260.11,2025-10-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2218,TXN-202608-002218,386,2026-08-17 00:00:00+00:00,cancelled,903.14,0.00,67.74,970.88,2026-08-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2219,TXN-202607-002219,100,2026-07-17 00:00:00+00:00,refunded,4.78,0.00,0.36,5.14,2026-07-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2220,TXN-202602-002220,298,2026-02-01 00:00:00+00:00,completed,214.77,0.00,16.11,230.88,2026-02-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2221,TXN-202608-002221,407,2026-08-28 00:00:00+00:00,completed,462.57,0.00,34.69,497.26,2026-08-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2222,TXN-202511-002222,399,2025-11-23 00:00:00+00:00,completed,10146.94,0.00,761.02,10907.96,2025-11-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2223,TXN-202606-002223,123,2026-06-11 00:00:00+00:00,completed,8348.04,0.00,626.10,8974.14,2026-06-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2224,TXN-202604-002224,665,2026-04-12 00:00:00+00:00,completed,2821.52,0.00,211.61,3033.13,2026-04-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2225,TXN-202511-002225,24,2025-11-04 00:00:00+00:00,completed,724.37,0.00,54.33,778.70,2025-11-04 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2226,TXN-202608-002226,372,2026-08-24 00:00:00+00:00,completed,753.97,0.00,56.55,810.52,2026-08-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2227,TXN-202512-002227,948,2025-12-31 00:00:00+00:00,completed,456.07,0.00,34.21,490.28,2025-12-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2228,TXN-202607-002228,391,2026-07-08 00:00:00+00:00,completed,2020.80,0.00,151.56,2172.36,2026-07-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2229,TXN-202511-002229,349,2025-11-19 00:00:00+00:00,completed,13167.21,0.00,987.54,14154.75,2025-11-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2230,TXN-202604-002230,138,2026-04-23 00:00:00+00:00,completed,1541.64,0.00,115.62,1657.26,2026-04-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
